mp-id;formula;structure_type;cations;valences;CNs;Connections depending on element, CN, and valence 
mp-28853;LaAuO3;mp-28853;['La', 'La', 'La', 'La', 'Au', 'Au', 'Au', 'Au'];[3, 3, 3, 3, 3, 3, 3, 3];['8', '8', '8', '8', '4', '4', '4', '4'];{'La': {'val1:3': {'val2:3': {'CN1:8': {'CN2:8': {'no': 72, 'corner': 8, 'edge': 24, 'face': 0}, 'CN2:4': {'no': 92, 'corner': 8, 'edge': 16, 'face': 0}}, 'CN1:4': {'CN2:8': {'no': 92, 'corner': 8, 'edge': 16, 'face': 0}}}}}, 'Au': {'val1:3': {'val2:3': {'CN1:8': {'CN2:4': {'no': 92, 'corner': 8, 'edge': 16, 'face': 0}}, 'CN1:4': {'CN2:8': {'no': 92, 'corner': 8, 'edge': 16, 'face': 0}, 'CN2:4': {'no': 88, 'corner': 8, 'edge': 0, 'face': 0}}}}}}
mp-12286;Sr2Ta2O7;mp-12286;['Sr', 'Sr', 'Sr', 'Sr', 'Ta', 'Ta', 'Ta', 'Ta'];[2, 2, 2, 2, 5, 5, 5, 5];['12', '12', '12', '12', '6', '6', '6', '6'];{'Sr': {'val1:2': {'val2:2': {'CN1:12': {'CN2:12': {'no': 44, 'corner': 32, 'edge': 8, 'face': 20}}}, 'val2:5': {'CN1:12': {'CN2:6': {'no': 80, 'corner': 0, 'edge': 6, 'face': 24}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:2': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 80, 'corner': 0, 'edge': 6, 'face': 24}}}}}, 'Ta': {'val1:2': {'val2:5': {'CN1:12': {'CN2:6': {'no': 80, 'corner': 0, 'edge': 6, 'face': 24}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:2': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 80, 'corner': 0, 'edge': 6, 'face': 24}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 76, 'corner': 20, 'edge': 0, 'face': 0}}}}}}
mp-556123;Sr2Sc2B4O11;mp-556123;['Sr', 'Sr', 'Sc', 'Sc', 'B', 'B', 'B', 'B'];[2, 2, 3, 3, 3, 3, 3, 3];['11', '11', '6', '6', '3', '3', '3', '3'];{'Sr': {'val1:2': {'val2:2': {'CN1:11': {'CN2:11': {'no': 16, 'corner': 10, 'edge': 8, 'face': 0}}}, 'val2:3': {'CN1:11': {'CN2:6': {'no': 30, 'corner': 0, 'edge': 8, 'face': 2}, 'CN2:3': {'no': 66, 'corner': 4, 'edge': 10, 'face': 0}}, 'CN1:6': {'CN2:11': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:3': {'CN2:11': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:3': {'val2:2': {'CN1:11': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:3': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:11': {'no': 30, 'corner': 0, 'edge': 8, 'face': 2}}, 'CN1:3': {'CN2:11': {'no': 66, 'corner': 4, 'edge': 10, 'face': 0}}}}}, 'Sc': {'val1:2': {'val2:3': {'CN1:11': {'CN2:6': {'no': 30, 'corner': 0, 'edge': 8, 'face': 2}}, 'CN1:6': {'CN2:11': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:3': {'val2:2': {'CN1:11': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:11': {'no': 30, 'corner': 0, 'edge': 8, 'face': 2}}}, 'val2:3': {'CN1:6': {'CN2:6': {'no': 32, 'corner': 0, 'edge': 2, 'face': 0}, 'CN2:3': {'no': 64, 'corner': 12, 'edge': 0, 'face': 0}}, 'CN1:3': {'CN2:6': {'no': 64, 'corner': 12, 'edge': 0, 'face': 0}}}}}, 'B': {'val1:2': {'val2:3': {'CN1:11': {'CN2:3': {'no': 66, 'corner': 4, 'edge': 10, 'face': 0}}, 'CN1:3': {'CN2:11': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:3': {'val2:2': {'CN1:11': {'CN2:3': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:3': {'CN2:11': {'no': 66, 'corner': 4, 'edge': 10, 'face': 0}}}, 'val2:3': {'CN1:6': {'CN2:3': {'no': 64, 'corner': 12, 'edge': 0, 'face': 0}}, 'CN1:3': {'CN2:6': {'no': 64, 'corner': 12, 'edge': 0, 'face': 0}, 'CN2:3': {'no': 144, 'corner': 2, 'edge': 0, 'face': 0}}}}}}
mp-1470;Nb12O29;mp-1470;['Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb'];[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Nb': {'val1:5': {'val2:5': {'CN1:6': {'CN2:6': {'no': 596, 'corner': 84, 'edge': 36, 'face': 0}}}, 'val2:4': {'CN1:6': {'CN2:6': {'no': 192, 'corner': 24, 'edge': 24, 'face': 0}}}}, 'val1:4': {'val2:5': {'CN1:6': {'CN2:6': {'no': 192, 'corner': 24, 'edge': 24, 'face': 0}}}, 'val2:4': {'CN1:6': {'CN2:6': {'no': 36, 'corner': 8, 'edge': 0, 'face': 0}}}}}}
mp-578775;Fe3SiP5O19;mp-578775;['Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Si', 'Si', 'Si', 'Si', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Fe': {'val1:3': {'val2:3': {'CN1:6': {'CN2:6': {'no': 144, 'corner': 0, 'edge': 0, 'face': 12}}}, 'val2:4': {'CN1:6': {'CN2:4': {'no': 90, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:6': {'CN2:4': {'no': 330, 'corner': 72, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:3': {'CN1:6': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 90, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:3': {'CN1:6': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 330, 'corner': 72, 'edge': 0, 'face': 0}}}}}, 'Si': {'val1:3': {'val2:4': {'CN1:6': {'CN2:4': {'no': 90, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:3': {'CN1:6': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 90, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:4': {'CN1:4': {'CN2:4': {'no': 12, 'corner': 4, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:4': {'CN2:4': {'no': 102, 'corner': 12, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:4': {'CN1:4': {'CN2:4': {'no': 102, 'corner': 12, 'edge': 0, 'face': 0}}}}}, 'P': {'val1:3': {'val2:5': {'CN1:6': {'CN2:4': {'no': 330, 'corner': 72, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:3': {'CN1:6': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 330, 'corner': 72, 'edge': 0, 'face': 0}}}, 'val2:4': {'CN1:4': {'CN2:4': {'no': 102, 'corner': 12, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:4': {'CN2:4': {'no': 524, 'corner': 12, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:5': {'CN1:4': {'CN2:4': {'no': 102, 'corner': 12, 'edge': 0, 'face': 0}}}}}}
mp-560521;Be(PO3)2;mp-560521;['Be', 'Be', 'Be', 'Be', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5];['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Be': {'val1:2': {'val2:2': {'CN1:4': {'CN2:4': {'no': 80, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:4': {'CN2:4': {'no': 136, 'corner': 16, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:2': {'CN1:4': {'CN2:4': {'no': 136, 'corner': 16, 'edge': 0, 'face': 0}}}}}, 'P': {'val1:2': {'val2:5': {'CN1:4': {'CN2:4': {'no': 136, 'corner': 16, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:2': {'CN1:4': {'CN2:4': {'no': 136, 'corner': 16, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:4': {'CN2:4': {'no': 296, 'corner': 16, 'edge': 0, 'face': 0}}}}}}
mp-28535;Ca2Se3O8;mp-28535;['Ca', 'Ca', 'Ca', 'Ca', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se'];[2, 2, 2, 2, 4, 4, 4, 4, 4, 4];['7', '7', '8', '8', '3', '3', '3', '3', '3', '3'];{'Ca': {'val1:2': {'val2:2': {'CN1:7': {'CN2:7': {'no': 8, 'corner': 0, 'edge': 4, 'face': 0}, 'CN2:8': {'no': 28, 'corner': 0, 'edge': 12, 'face': 0}}, 'CN1:8': {'CN2:7': {'no': 28, 'corner': 0, 'edge': 12, 'face': 0}, 'CN2:8': {'no': 8, 'corner': 0, 'edge': 4, 'face': 0}}}, 'val2:4': {'CN1:7': {'CN2:3': {'no': 60, 'corner': 10, 'edge': 2, 'face': 0}}, 'CN1:3': {'CN2:7': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:8': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:3': {'no': 54, 'corner': 12, 'edge': 2, 'face': 0}}}}, 'val1:4': {'val2:2': {'CN1:7': {'CN2:3': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:3': {'CN2:7': {'no': 60, 'corner': 10, 'edge': 2, 'face': 0}, 'CN2:8': {'no': 54, 'corner': 12, 'edge': 2, 'face': 0}}, 'CN1:8': {'CN2:3': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}}, 'Se': {'val1:2': {'val2:4': {'CN1:7': {'CN2:3': {'no': 60, 'corner': 10, 'edge': 2, 'face': 0}}, 'CN1:3': {'CN2:7': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:8': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:3': {'no': 54, 'corner': 12, 'edge': 2, 'face': 0}}}}, 'val1:4': {'val2:2': {'CN1:7': {'CN2:3': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:3': {'CN2:7': {'no': 60, 'corner': 10, 'edge': 2, 'face': 0}, 'CN2:8': {'no': 54, 'corner': 12, 'edge': 2, 'face': 0}}, 'CN1:8': {'CN2:3': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:4': {'CN1:3': {'CN2:3': {'no': 156, 'corner': 4, 'edge': 0, 'face': 0}}}}}}
mp-8098;InGaO3;mp-8098;['Ga', 'Ga', 'In', 'In'];[3, 3, 3, 3];['5', '5', '8', '8'];{'Ga': {'val1:3': {'val2:3': {'CN1:5': {'CN2:5': {'no': 72, 'corner': 12, 'edge': 0, 'face': 0}, 'CN2:8': {'no': 60, 'corner': 0, 'edge': 12, 'face': 0}}, 'CN1:8': {'CN2:5': {'no': 60, 'corner': 0, 'edge': 12, 'face': 0}}}}}, 'In': {'val1:3': {'val2:3': {'CN1:5': {'CN2:8': {'no': 60, 'corner': 0, 'edge': 12, 'face': 0}}, 'CN1:8': {'CN2:5': {'no': 60, 'corner': 0, 'edge': 12, 'face': 0}, 'CN2:8': {'no': 48, 'corner': 4, 'edge': 12, 'face': 0}}}}}}
mp-8702;LiGaGeO4;mp-8702;['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge'];[1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4];['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Li': {'val1:1': {'val2:1': {'CN1:4': {'CN2:4': {'no': 120, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:3': {'CN1:4': {'CN2:4': {'no': 108, 'corner': 24, 'edge': 0, 'face': 0}}}, 'val2:4': {'CN1:4': {'CN2:4': {'no': 108, 'corner': 24, 'edge': 0, 'face': 0}}}}, 'val1:3': {'val2:1': {'CN1:4': {'CN2:4': {'no': 108, 'corner': 24, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:1': {'CN1:4': {'CN2:4': {'no': 108, 'corner': 24, 'edge': 0, 'face': 0}}}}}, 'Ga': {'val1:1': {'val2:3': {'CN1:4': {'CN2:4': {'no': 108, 'corner': 24, 'edge': 0, 'face': 0}}}}, 'val1:3': {'val2:1': {'CN1:4': {'CN2:4': {'no': 108, 'corner': 24, 'edge': 0, 'face': 0}}}, 'val2:3': {'CN1:4': {'CN2:4': {'no': 108, 'corner': 12, 'edge': 0, 'face': 0}}}, 'val2:4': {'CN1:4': {'CN2:4': {'no': 126, 'corner': 12, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:3': {'CN1:4': {'CN2:4': {'no': 126, 'corner': 12, 'edge': 0, 'face': 0}}}}}, 'Ge': {'val1:1': {'val2:4': {'CN1:4': {'CN2:4': {'no': 108, 'corner': 24, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:1': {'CN1:4': {'CN2:4': {'no': 108, 'corner': 24, 'edge': 0, 'face': 0}}}, 'val2:3': {'CN1:4': {'CN2:4': {'no': 126, 'corner': 12, 'edge': 0, 'face': 0}}}, 'val2:4': {'CN1:4': {'CN2:4': {'no': 108, 'corner': 12, 'edge': 0, 'face': 0}}}}, 'val1:3': {'val2:4': {'CN1:4': {'CN2:4': {'no': 126, 'corner': 12, 'edge': 0, 'face': 0}}}}}}
mp-568633;RbNaMo3O10;mp-568633;['Rb', 'Rb', 'Rb', 'Rb', 'Na', 'Na', 'Na', 'Na', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo'];[1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6];['12', '12', '12', '12', '7', '7', '7', '7', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Rb': {'val1:1': {'val2:1': {'CN1:12': {'CN2:12': {'no': 16, 'corner': 8, 'edge': 8, 'face': 0}, 'CN2:7': {'no': 24, 'corner': 0, 'edge': 8, 'face': 8}}, 'CN1:7': {'CN2:12': {'no': 24, 'corner': 0, 'edge': 8, 'face': 8}}}, 'val2:6': {'CN1:12': {'CN2:6': {'no': 68, 'corner': 32, 'edge': 8, 'face': 8}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:6': {'val2:1': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 68, 'corner': 32, 'edge': 8, 'face': 8}}}}}, 'Na': {'val1:1': {'val2:1': {'CN1:12': {'CN2:7': {'no': 24, 'corner': 0, 'edge': 8, 'face': 8}}, 'CN1:7': {'CN2:12': {'no': 24, 'corner': 0, 'edge': 8, 'face': 8}, 'CN2:7': {'no': 16, 'corner': 8, 'edge': 0, 'face': 0}}}, 'val2:6': {'CN1:7': {'CN2:6': {'no': 80, 'corner': 12, 'edge': 12, 'face': 0}}, 'CN1:6': {'CN2:7': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:6': {'val2:1': {'CN1:7': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:7': {'no': 80, 'corner': 12, 'edge': 12, 'face': 0}}}}}, 'Mo': {'val1:1': {'val2:6': {'CN1:12': {'CN2:6': {'no': 68, 'corner': 32, 'edge': 8, 'face': 8}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:7': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 80, 'corner': 12, 'edge': 12, 'face': 0}}}}, 'val1:6': {'val2:1': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 68, 'corner': 32, 'edge': 8, 'face': 8}, 'CN2:7': {'no': 80, 'corner': 12, 'edge': 12, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:6': {'CN1:6': {'CN2:6': {'no': 256, 'corner': 16, 'edge': 40, 'face': 0}}}}}}
mp-23407;Hg(IO3)2;mp-23407;['I', 'I', 'I', 'I', 'Hg', 'Hg'];[5, 5, 5, 5, 2, 2];['6', '6', '7', '7', '6', '6'];{'I': {'val1:5': {'val2:5': {'CN1:6': {'CN2:6': {'no': 16, 'corner': 4, 'edge': 0, 'face': 0}, 'CN2:7': {'no': 56, 'corner': 4, 'edge': 8, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 56, 'corner': 4, 'edge': 8, 'face': 0}, 'CN2:7': {'no': 8, 'corner': 4, 'edge': 4, 'face': 0}}}, 'val2:2': {'CN1:6': {'CN2:6': {'no': 14, 'corner': 8, 'edge': 2, 'face': 0}, 'CN2:7': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 26, 'corner': 6, 'edge': 2, 'face': 0}}}}, 'val1:2': {'val2:5': {'CN1:6': {'CN2:6': {'no': 14, 'corner': 8, 'edge': 2, 'face': 0}, 'CN2:7': {'no': 26, 'corner': 6, 'edge': 2, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}}, 'Hg': {'val1:5': {'val2:2': {'CN1:6': {'CN2:6': {'no': 14, 'corner': 8, 'edge': 2, 'face': 0}, 'CN2:7': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 26, 'corner': 6, 'edge': 2, 'face': 0}}}}, 'val1:2': {'val2:5': {'CN1:6': {'CN2:6': {'no': 14, 'corner': 8, 'edge': 2, 'face': 0}, 'CN2:7': {'no': 26, 'corner': 6, 'edge': 2, 'face': 0}}, 'CN1:7': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:2': {'CN1:6': {'CN2:6': {'no': 24, 'corner': 4, 'edge': 0, 'face': 0}}}}}}
mp-557803;MgSiO3;mp-557803;['Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si'];[2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4];['6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4'];{'Mg': {'val1:2': {'val2:2': {'CN1:6': {'CN2:6': {'no': 256, 'corner': 0, 'edge': 32, 'face': 0}}}, 'val2:4': {'CN1:6': {'CN2:4': {'no': 268, 'corner': 48, 'edge': 4, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:2': {'CN1:6': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 268, 'corner': 48, 'edge': 4, 'face': 0}}}}}, 'Si': {'val1:2': {'val2:4': {'CN1:6': {'CN2:4': {'no': 268, 'corner': 48, 'edge': 4, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:2': {'CN1:6': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 268, 'corner': 48, 'edge': 4, 'face': 0}}}, 'val2:4': {'CN1:4': {'CN2:4': {'no': 304, 'corner': 16, 'edge': 0, 'face': 0}}}}}}
mp-559142;KLi(PO3)2;mp-559142;['K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['4', '4', '8', '4', '4', '8', '8', '8', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'K': {'val1:1': {'val2:1': {'CN1:4': {'CN2:4': {'no': 72, 'corner': 8, 'edge': 4, 'face': 0}, 'CN2:8': {'no': 120, 'corner': 0, 'edge': 8, 'face': 8}}, 'CN1:8': {'CN2:4': {'no': 120, 'corner': 0, 'edge': 8, 'face': 8}, 'CN2:8': {'no': 24, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:4': {'CN2:4': {'no': 96, 'corner': 16, 'edge': 0, 'face': 0}, 'CN2:8': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:4': {'no': 76, 'corner': 32, 'edge': 4, 'face': 0}}}}, 'val1:5': {'val2:1': {'CN1:4': {'CN2:4': {'no': 96, 'corner': 16, 'edge': 0, 'face': 0}, 'CN2:8': {'no': 76, 'corner': 32, 'edge': 4, 'face': 0}}, 'CN1:8': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}}, 'Li': {'val1:1': {'val2:1': {'CN1:4': {'CN2:4': {'no': 168, 'corner': 8, 'edge': 4, 'face': 0}, 'CN2:8': {'no': 48, 'corner': 0, 'edge': 0, 'face': 8}}, 'CN1:8': {'CN2:4': {'no': 48, 'corner': 0, 'edge': 0, 'face': 8}}}, 'val2:5': {'CN1:4': {'CN2:4': {'no': 196, 'corner': 32, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:1': {'CN1:4': {'CN2:4': {'no': 196, 'corner': 32, 'edge': 0, 'face': 0}}}}}, 'P': {'val1:1': {'val2:5': {'CN1:4': {'CN2:4': {'no': 292, 'corner': 48, 'edge': 0, 'face': 0}, 'CN2:8': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:4': {'no': 76, 'corner': 32, 'edge': 4, 'face': 0}}}}, 'val1:5': {'val2:1': {'CN1:4': {'CN2:4': {'no': 292, 'corner': 48, 'edge': 0, 'face': 0}, 'CN2:8': {'no': 76, 'corner': 32, 'edge': 4, 'face': 0}}, 'CN1:8': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:4': {'CN2:4': {'no': 452, 'corner': 32, 'edge': 0, 'face': 0}}}}}}
