mp-id;formula;cations;valences;CNs;Connections of Cations with Valences 
mp-567162;Na2U(MoO5)2;['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'U', 'U', 'U', 'U', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo'];[1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6];['6', '6', '6', '6', '6', '6', '6', '6', '7', '7', '7', '7', '4', '4', '4', '4', '4', '4', '4', '4'];{'Na': {1: {'no': 256, 'corner': 48, 'edge': 24, 'face': 0}}, 'U': {6: {'no': 124, 'corner': 28, 'edge': 8, 'face': 0}}, 'Mo': {6: {'no': 268, 'corner': 52, 'edge': 0, 'face': 0}}}
mp-557189;LiPO3;['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Li': {1: {'no': 1268, 'corner': 112, 'edge': 24, 'face': 0}}, 'P': {5: {'no': 1432, 'corner': 120, 'edge': 0, 'face': 0}}}
mp-17807;LiUNbO6;['Li', 'Li', 'Li', 'Li', 'Nb', 'Nb', 'Nb', 'Nb', 'U', 'U', 'U', 'U'];[1, 1, 1, 1, 5, 5, 5, 5, 6, 6, 6, 6];['4', '4', '4', '4', '6', '6', '6', '6', '7', '7', '7', '7'];{'Li': {1: {'no': 176, 'corner': 24, 'edge': 4, 'face': 0}}, 'Nb': {5: {'no': 172, 'corner': 28, 'edge': 8, 'face': 0}}, 'U': {6: {'no': 160, 'corner': 20, 'edge': 16, 'face': 0}}}
mp-504870;V2S2O11;['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V'];[6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5];['4', '4', '4', '4', '4', '4', '4', '4', '6', '6', '6', '6', '6', '6', '6', '6'];{'S': {6: {'no': 288, 'corner': 32, 'edge': 0, 'face': 0}}, 'V': {5: {'no': 256, 'corner': 40, 'edge': 0, 'face': 0}}}
mp-27580;Zn3(AsO3)2;['Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'As', 'As', 'As', 'As', 'As', 'As', 'As', 'As'];[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '3', '3', '3', '3', '3', '3', '3', '3'];{'Zn': {2: {'no': 620, 'corner': 88, 'edge': 4, 'face': 0}}, 'As': {3: {'no': 400, 'corner': 48, 'edge': 0, 'face': 0}}}
mp-541250;VSeO4;['Se', 'Se', 'Se', 'Se', 'V', 'V', 'V', 'V'];[4, 4, 4, 4, 4, 4, 4, 4];['3', '3', '3', '3', '6', '6', '6', '6'];{'Se': {4: {'no': 184, 'corner': 16, 'edge': 0, 'face': 0}}, 'V': {4: {'no': 188, 'corner': 24, 'edge': 4, 'face': 0}}}
mp-680204;SiO2;['Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si'];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Si': {4: {'no': 892, 'corner': 88, 'edge': 0, 'face': 0}}}
mp-561190;NaAu(SO4)2;['Na', 'Na', 'Au', 'Au', 'S', 'S', 'S', 'S'];[1, 1, 3, 3, 6, 6, 6, 6];['6', '6', '4', '4', '4', '4', '4', '4'];{'Na': {1: {'no': 76, 'corner': 16, 'edge': 0, 'face': 0}}, 'Au': {3: {'no': 84, 'corner': 12, 'edge': 0, 'face': 0}}, 'S': {6: {'no': 164, 'corner': 20, 'edge': 0, 'face': 0}}}
mp-504620;MgMo2O7;['Mg', 'Mg', 'Mg', 'Mg', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo'];[2, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6];['6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4'];{'Mg': {2: {'no': 108, 'corner': 24, 'edge': 4, 'face': 0}}, 'Mo': {6: {'no': 268, 'corner': 32, 'edge': 0, 'face': 0}}}
mp-645487;Na2Co(NO3)4;['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Co', 'Co', 'Co', 'Co', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N'];[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['9', '5', '5', '9', '5', '9', '5', '9', '8', '8', '8', '8', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3'];{'Na': {1: {'no': 392, 'corner': 72, 'edge': 16, 'face': 0}}, 'Co': {2: {'no': 188, 'corner': 24, 'edge': 20, 'face': 0}}, 'N': {5: {'no': 924, 'corner': 32, 'edge': 28, 'face': 0}}}
mp-566621;Li2U4W4O25;['Li', 'Li', 'Li', 'Li', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W'];[1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6];['7', '7', '7', '7', '7', '7', '7', '7', '6', '7', '7', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Li': {1: {'no': 144, 'corner': 16, 'edge': 16, 'face': 0}}, 'U': {6: {'no': 276, 'corner': 36, 'edge': 28, 'face': 0}}, 'W': {6: {'no': 284, 'corner': 48, 'edge': 16, 'face': 0}}}
mp-558944;Tl2Cu3(SeO3)6;['Tl', 'Tl', 'Cu', 'Cu', 'Cu', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se'];[3, 3, 2, 2, 2, 4, 4, 4, 4, 4, 4];['8', '8', '6', '6', '4', '3', '3', '3', '3', '3', '3'];{'Tl': {3: {'no': 86, 'corner': 14, 'edge': 8, 'face': 0}}, 'Cu': {2: {'no': 142, 'corner': 22, 'edge': 4, 'face': 0}}, 'Se': {4: {'no': 294, 'corner': 20, 'edge': 6, 'face': 0}}}
mp-558025;SiO2;['Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si'];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Si': {4: {'no': 1252, 'corner': 144, 'edge': 0, 'face': 0}}}
mp-652282;P(W3O10)2;['P', 'P', 'P', 'P', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W'];[5, 5, 5, 5, 6, 6, 6, 6, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 6, 6, 6];['4', '4', '4', '4', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'P': {5: {'no': 112, 'corner': 16, 'edge': 0, 'face': 0}}, 'W': {6: {'no': 528, 'corner': 120, 'edge': 0, 'face': 0}, 5: {'no': 104, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-650055;Fe15(Ge2O9)4;['Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge'];[3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4];['6', '6', '6', '4', '6', '6', '6', '6', '4', '6', '6', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4'];{'Fe': {3: {'no': 604, 'corner': 64, 'edge': 36, 'face': 0}, 2: {'no': 290, 'corner': 36, 'edge': 18, 'face': 0}}, 'Ge': {4: {'no': 490, 'corner': 68, 'edge': 0, 'face': 0}}}
mp-541338;AlPO4;['Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Al': {3: {'no': 288, 'corner': 48, 'edge': 0, 'face': 0}}, 'P': {5: {'no': 292, 'corner': 48, 'edge': 0, 'face': 0}}}
mp-559730;KGa(Te3O7)2;['K', 'K', 'K', 'K', 'Ga', 'Ga', 'Ga', 'Ga', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te'];[1, 1, 1, 1, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];['8', '8', '8', '8', '6', '6', '6', '6', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7'];{'K': {1: {'no': 168, 'corner': 0, 'edge': 48, 'face': 0}}, 'Ga': {3: {'no': 168, 'corner': 24, 'edge': 24, 'face': 0}}, 'Te': {4: {'no': 936, 'corner': 72, 'edge': 216, 'face': 0}}}
mp-541994;MnNb3O6;['Mn', 'Mn', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb'];[2, 2, 3, 3, 4, 4, 3, 3];['8', '8', '6', '6', '4', '4', '6', '6'];{'Mn': {2: {'no': 116, 'corner': 0, 'edge': 24, 'face': 0}}, 'Nb': {3: {'no': 224, 'corner': 24, 'edge': 24, 'face': 0}, 4: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}}
mp-31803;Fe4As2O11;['Fe', 'Fe', 'Fe', 'Fe', 'As', 'As'];[3, 3, 3, 3, 5, 5];['6', '6', '6', '6', '4', '4'];{'Fe': {3: {'no': 236, 'corner': 20, 'edge': 16, 'face': 0}}, 'As': {5: {'no': 122, 'corner': 14, 'edge': 0, 'face': 0}}}
mp-8710;Ca2Pt3O8;['Ca', 'Ca', 'Pt', 'Pt', 'Pt'];[2, 2, 4, 4, 4];['6', '6', '6', '6', '6'];{'Ca': {2: {'no': 92, 'corner': 12, 'edge': 12, 'face': 0}}, 'Pt': {4: {'no': 126, 'corner': 12, 'edge': 18, 'face': 0}}}
mp-560120;Na2Pd(NO3)4;['Na', 'Na', 'Na', 'Na', 'Pd', 'Pd', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N'];[1, 1, 1, 1, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5];['9', '9', '9', '9', '4', '4', '3', '3', '3', '3', '3', '3', '3', '3'];{'Na': {1: {'no': 176, 'corner': 28, 'edge': 20, 'face': 0}}, 'Pd': {2: {'no': 100, 'corner': 16, 'edge': 0, 'face': 0}}, 'N': {5: {'no': 424, 'corner': 20, 'edge': 12, 'face': 0}}}
mp-652806;UNi7(BO4)4;['U', 'U', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B'];[6, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '6', '4', '4', '4', '6', '6', '4', '6', '6', '6', '6', '6', '4', '4', '3', '3', '4', '3', '3', '4'];{'U': {6: {'no': 148, 'corner': 32, 'edge': 0, 'face': 0}}, 'Ni': {2: {'no': 1152, 'corner': 116, 'edge': 44, 'face': 0}}, 'B': {3: {'no': 724, 'corner': 52, 'edge': 12, 'face': 0}}}
mp-558610;Sc(ReO3)2;['Sc', 'Sc', 'Re', 'Re', 'Re', 'Re'];[2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6'];{'Sc': {2: {'no': 124, 'corner': 16, 'edge': 4, 'face': 0}}, 'Re': {5: {'no': 228, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-19134;CaCrP2O7;['P', 'P', 'P', 'P', 'Ca', 'Ca', 'Cr', 'Cr'];[5, 5, 5, 5, 2, 2, 2, 2];['4', '4', '4', '4', '7', '7', '5', '5'];{'P': {5: {'no': 224, 'corner': 28, 'edge': 0, 'face': 0}}, 'Ca': {2: {'no': 102, 'corner': 16, 'edge': 8, 'face': 0}}, 'Cr': {2: {'no': 110, 'corner': 12, 'edge': 4, 'face': 0}}}
mp-5039;KPO3;['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K'];[5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1];['4', '4', '4', '4', '4', '4', '4', '4', '3', '3', '3', '3', '8', '8', '8', '8'];{'P': {5: {'no': 344, 'corner': 44, 'edge': 12, 'face': 0}}, 'K': {1: {'no': 336, 'corner': 52, 'edge': 28, 'face': 0}}}
mp-540541;Li2W2O7;['W', 'W', 'W', 'W', 'Li', 'Li', 'Li', 'Li'];[6, 6, 6, 6, 1, 1, 1, 1];['6', '6', '6', '6', '4', '4', '4', '4'];{'W': {6: {'no': 188, 'corner': 26, 'edge': 10, 'face': 0}}, 'Li': {1: {'no': 194, 'corner': 30, 'edge': 0, 'face': 0}}}
mp-566107;K6U5V2O23;['K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'V', 'V', 'V', 'V'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5];['8', '8', '8', '7', '7', '8', '8', '7', '8', '8', '7', '8', '7', '7', '7', '7', '6', '7', '7', '7', '7', '6', '4', '4', '4', '4'];{'K': {1: {'no': 376, 'corner': 40, 'edge': 112, 'face': 0}}, 'U': {6: {'no': 324, 'corner': 44, 'edge': 76, 'face': 0}}, 'V': {5: {'no': 148, 'corner': 20, 'edge': 12, 'face': 0}}}
mp-555528;Ca2Th(Si2O5)4;['Ca', 'Ca', 'Th', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si'];[2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4];['8', '8', '8', '4', '4', '4', '4', '4', '4', '4', '4'];{'Ca': {2: {'no': 92, 'corner': 8, 'edge': 12, 'face': 0}}, 'Th': {4: {'no': 44, 'corner': 8, 'edge': 4, 'face': 0}}, 'Si': {4: {'no': 392, 'corner': 40, 'edge': 8, 'face': 0}}}
mp-651951;MnV2TeO7;['Mn', 'Mn', 'V', 'V', 'V', 'V', 'Te', 'Te'];[2, 2, 4, 4, 4, 4, 4, 4];['6', '6', '6', '5', '5', '6', '4', '4'];{'Mn': {2: {'no': 90, 'corner': 10, 'edge': 6, 'face': 0}}, 'V': {4: {'no': 182, 'corner': 20, 'edge': 14, 'face': 0}}, 'Te': {4: {'no': 92, 'corner': 6, 'edge': 6, 'face': 0}}}
mp-566974;CaV2CuO7;['Ca', 'Ca', 'Ca', 'Ca', 'Ca', 'Ca', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu'];[2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2];['8', '6', '8', '6', '8', '8', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '8', '4', '8', '4'];{'Ca': {2: {'no': 254, 'corner': 44, 'edge': 26, 'face': 0}}, 'V': {5: {'no': 584, 'corner': 72, 'edge': 12, 'face': 0}}, 'Cu': {2: {'no': 274, 'corner': 32, 'edge': 18, 'face': 0}}}
mp-560528;K2Ce(PO4)2;['K', 'K', 'K', 'K', 'Ce', 'Ce', 'P', 'P', 'P', 'P'];[1, 1, 1, 1, 4, 4, 5, 5, 5, 5];['4', '4', '4', '4', '8', '8', '4', '4', '4', '4'];{'K': {1: {'no': 168, 'corner': 32, 'edge': 8, 'face': 0}}, 'Ce': {4: {'no': 88, 'corner': 24, 'edge': 4, 'face': 0}}, 'P': {5: {'no': 196, 'corner': 24, 'edge': 4, 'face': 0}}}
mp-566456;KMnPO4;['K', 'K', 'K', 'K', 'Mn', 'Mn', 'Mn', 'Mn', 'P', 'P', 'P', 'P'];[1, 1, 1, 1, 2, 2, 2, 2, 5, 5, 5, 5];['10', '5', '10', '5', '4', '4', '5', '5', '4', '4', '4', '4'];{'K': {1: {'no': 180, 'corner': 30, 'edge': 30, 'face': 0}}, 'Mn': {2: {'no': 190, 'corner': 26, 'edge': 14, 'face': 0}}, 'P': {5: {'no': 196, 'corner': 28, 'edge': 10, 'face': 0}}}
mp-27931;Rb2SnO2;['Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Sn', 'Sn', 'Sn', 'Sn'];[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2];['4', '4', '4', '4', '4', '4', '4', '4', '3', '3', '3', '3'];{'Rb': {1: {'no': 292, 'corner': 84, 'edge': 32, 'face': 0}}, 'Sn': {2: {'no': 164, 'corner': 36, 'edge': 8, 'face': 0}}}
mp-645189;CsKPt6(S3O14)2;['Cs', 'Cs', 'K', 'K', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'];[1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6];['9', '9', '7', '7', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Cs': {1: {'no': 76, 'corner': 18, 'edge': 6, 'face': 0}}, 'K': {1: {'no': 80, 'corner': 12, 'edge': 6, 'face': 0}}, 'Pt': {3: {'no': 486, 'corner': 84, 'edge': 12, 'face': 0}}, 'S': {6: {'no': 516, 'corner': 66, 'edge': 0, 'face': 0}}}
mp-27608;Be4TeO7;['Be', 'Be', 'Be', 'Be', 'Te'];[2, 2, 2, 2, 6];['4', '4', '4', '4', '6'];{'Be': {2: {'no': 328, 'corner': 36, 'edge': 0, 'face': 0}}, 'Te': {6: {'no': 82, 'corner': 12, 'edge': 0, 'face': 0}}}
mp-31013;U(BO3)2;['B', 'B', 'B', 'B', 'U', 'U'];[3, 3, 3, 3, 6, 6];['3', '3', '3', '3', '8', '8'];{'B': {3: {'no': 188, 'corner': 16, 'edge': 4, 'face': 0}}, 'U': {6: {'no': 76, 'corner': 8, 'edge': 8, 'face': 0}}}
mp-687204;NdReMoO8;['Nd', 'Nd', 'Nd', 'Nd', 'Re', 'Re', 'Re', 'Re', 'Mo', 'Mo', 'Mo', 'Mo'];[3, 3, 3, 3, 7, 7, 7, 7, 6, 6, 6, 6];['8', '8', '8', '8', '4', '4', '4', '4', '4', '4', '4', '4'];{'Nd': {3: {'no': 108, 'corner': 32, 'edge': 0, 'face': 0}}, 'Re': {7: {'no': 112, 'corner': 16, 'edge': 0, 'face': 0}}, 'Mo': {6: {'no': 124, 'corner': 16, 'edge': 0, 'face': 0}}}
mp-566356;BaV2(P2O7)2;['Ba', 'V', 'V', 'P', 'P', 'P', 'P'];[2, 3, 3, 5, 5, 5, 5];['8', '6', '6', '4', '4', '4', '4'];{'Ba': {2: {'no': 36, 'corner': 8, 'edge': 4, 'face': 0}}, 'V': {3: {'no': 86, 'corner': 16, 'edge': 2, 'face': 0}}, 'P': {5: {'no': 172, 'corner': 20, 'edge': 2, 'face': 0}}}
mp-6695;BaCdP2O7;['P', 'P', 'P', 'P', 'Cd', 'Cd', 'Ba', 'Ba'];[5, 5, 5, 5, 2, 2, 2, 2];['4', '4', '4', '4', '9', '9', '9', '9'];{'P': {5: {'no': 200, 'corner': 18, 'edge': 14, 'face': 0}}, 'Cd': {2: {'no': 82, 'corner': 10, 'edge': 22, 'face': 0}}, 'Ba': {2: {'no': 78, 'corner': 16, 'edge': 16, 'face': 0}}}
mp-541846;P4O9;['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['3', '3', '3', '3', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'P': {3: {'no': 196, 'corner': 12, 'edge': 0, 'face': 0}, 5: {'no': 528, 'corner': 36, 'edge': 0, 'face': 0}}}
mp-558115;SiO2;['Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si'];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Si': {4: {'no': 1440, 'corner': 160, 'edge': 0, 'face': 0}}}
mp-558431;LiCu(PO3)3;['Li', 'Li', 'Li', 'Li', 'Cu', 'Cu', 'Cu', 'Cu', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[1, 1, 1, 1, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['5', '6', '6', '5', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Li': {1: {'no': 196, 'corner': 22, 'edge': 16, 'face': 0}}, 'Cu': {2: {'no': 206, 'corner': 24, 'edge': 10, 'face': 0}}, 'P': {5: {'no': 684, 'corner': 70, 'edge': 0, 'face': 0}}}
mp-5065;Al2SiO5;['Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Si', 'Si', 'Si', 'Si'];[3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4];['6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '4', '4'];{'Al': {3: {'no': 604, 'corner': 40, 'edge': 36, 'face': 0}}, 'Si': {4: {'no': 320, 'corner': 32, 'edge': 0, 'face': 0}}}
mp-557122;RbAu(SeO4)2;['Rb', 'Au', 'Se', 'Se'];[1, 3, 6, 6];['10', '4', '4', '4'];{'Rb': {1: {'no': 32, 'corner': 10, 'edge': 4, 'face': 0}}, 'Au': {3: {'no': 32, 'corner': 8, 'edge': 0, 'face': 0}}, 'Se': {6: {'no': 70, 'corner': 10, 'edge': 2, 'face': 0}}}
mp-561222;K2HgBr2(NO6)2;['K', 'K', 'K', 'K', 'Hg', 'Hg', 'Br', 'Br', 'Br', 'Br', 'N', 'N', 'N', 'N'];[1, 1, 1, 1, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5];['9', '9', '9', '9', '8', '8', '3', '3', '3', '3', '3', '3', '3', '3'];{'K': {1: {'no': 156, 'corner': 40, 'edge': 20, 'face': 0}}, 'Hg': {2: {'no': 72, 'corner': 10, 'edge': 14, 'face': 0}}, 'Br': {5: {'no': 184, 'corner': 18, 'edge': 6, 'face': 0}}, 'N': {5: {'no': 200, 'corner': 12, 'edge': 4, 'face': 0}}}
mp-30325;In2(Se2O5)3;['Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'In', 'In', 'In', 'In', 'In', 'In', 'In', 'In'];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3];['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '6', '6', '6', '6', '6', '6', '6', '6'];{'Se': {4: {'no': 998, 'corner': 72, 'edge': 0, 'face': 0}}, 'In': {3: {'no': 326, 'corner': 48, 'edge': 0, 'face': 0}}}
mp-4934;Al2SiO5;['Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Si', 'Si', 'Si', 'Si'];[3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4];['6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4'];{'Al': {3: {'no': 540, 'corner': 60, 'edge': 8, 'face': 0}}, 'Si': {4: {'no': 276, 'corner': 28, 'edge': 0, 'face': 0}}}
