mp-id;formula;cations;valences;CNs;Connections of Cations with Valences 
mp-25094;NiWO4;['Ni', 'Ni', 'W', 'W'];[2, 2, 6, 6];['6', '6', '6', '6'];{'Ni': {2: {'no': 120, 'corner': 16, 'edge': 4, 'face': 0}}, 'W': {6: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}}
mp-608621;Nb2NiO6;['Ni', 'Ni', 'Ni', 'Ni', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb'];[2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Ni': {2: {'no': 224, 'corner': 32, 'edge': 8, 'face': 0}}, 'Nb': {5: {'no': 440, 'corner': 64, 'edge': 16, 'face': 0}}}
mp-619843;Nb2FeO6;['Fe', 'Fe', 'Fe', 'Fe', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb'];[2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Fe': {2: {'no': 216, 'corner': 32, 'edge': 8, 'face': 0}}, 'Nb': {5: {'no': 432, 'corner': 64, 'edge': 16, 'face': 0}}}
mp-12978;SnO2;['Sn', 'Sn', 'Sn', 'Sn'];[4, 4, 4, 4];['6', '6', '6', '6'];{'Sn': {4: {'no': 208, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-640524;MnNb2O6;['Mn', 'Mn', 'Mn', 'Mn', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb'];[2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Mn': {2: {'no': 216, 'corner': 32, 'edge': 8, 'face': 0}}, 'Nb': {5: {'no': 416, 'corner': 64, 'edge': 16, 'face': 0}}}
mp-19384;Ni(AsO3)2;['Ni', 'As', 'As'];[2, 5, 5];['6', '6', '6'];{'Ni': {2: {'no': 68, 'corner': 12, 'edge': 0, 'face': 0}}, 'As': {5: {'no': 130, 'corner': 12, 'edge': 6, 'face': 0}}}
mp-20727;Sb2PbO6;['Sb', 'Sb', 'Pb'];[5, 5, 2];['6', '6', '6'];{'Sb': {5: {'no': 70, 'corner': 12, 'edge': 6, 'face': 0}}, 'Pb': {2: {'no': 32, 'corner': 12, 'edge': 0, 'face': 0}}}
mp-561926;NaNiIO6;['Na', 'I', 'Ni'];[1, 7, 4];['6', '6', '6'];{'Na': {1: {'no': 32, 'corner': 12, 'edge': 0, 'face': 0}}, 'I': {7: {'no': 47, 'corner': 6, 'edge': 3, 'face': 0}}, 'Ni': {4: {'no': 47, 'corner': 6, 'edge': 3, 'face': 0}}}
mp-6915;As2PdO6;['As', 'As', 'Pd'];[5, 5, 2];['6', '6', '6'];{'As': {5: {'no': 130, 'corner': 12, 'edge': 6, 'face': 0}}, 'Pd': {2: {'no': 68, 'corner': 12, 'edge': 0, 'face': 0}}}
mp-3810;Hg(AsO3)2;['As', 'As', 'Hg'];[5, 5, 2];['6', '6', '6'];{'As': {5: {'no': 118, 'corner': 12, 'edge': 6, 'face': 0}}, 'Hg': {2: {'no': 56, 'corner': 12, 'edge': 0, 'face': 0}}}
mp-10341;SrGeTeO6;['Ge', 'Sr', 'Te'];[4, 2, 6];['6', '6', '6'];{'Ge': {4: {'no': 41, 'corner': 6, 'edge': 3, 'face': 0}}, 'Sr': {2: {'no': 32, 'corner': 12, 'edge': 0, 'face': 0}}, 'Te': {6: {'no': 41, 'corner': 6, 'edge': 3, 'face': 0}}}
mp-19292;Co(AsO3)2;['Co', 'As', 'As'];[2, 5, 5];['6', '6', '6'];{'Co': {2: {'no': 68, 'corner': 12, 'edge': 0, 'face': 0}}, 'As': {5: {'no': 130, 'corner': 12, 'edge': 6, 'face': 0}}}
mp-19409;Mn(AsO3)2;['Mn', 'As', 'As'];[2, 5, 5];['6', '6', '6'];{'Mn': {2: {'no': 68, 'corner': 12, 'edge': 0, 'face': 0}}, 'As': {5: {'no': 130, 'corner': 12, 'edge': 6, 'face': 0}}}
mp-557733;KNiIO6;['K', 'Ni', 'I'];[1, 4, 7];['6', '6', '6'];{'K': {1: {'no': 32, 'corner': 12, 'edge': 0, 'face': 0}}, 'Ni': {4: {'no': 41, 'corner': 6, 'edge': 3, 'face': 0}}, 'I': {7: {'no': 41, 'corner': 6, 'edge': 3, 'face': 0}}}
mp-20015;As2PbO6;['As', 'As', 'Pb'];[5, 5, 2];['6', '6', '6'];{'As': {5: {'no': 82, 'corner': 12, 'edge': 6, 'face': 0}}, 'Pb': {2: {'no': 32, 'corner': 12, 'edge': 0, 'face': 0}}}
mp-9125;Ca(SbO3)2;['Ca', 'Sb', 'Sb'];[2, 5, 5];['6', '6', '6'];{'Ca': {2: {'no': 32, 'corner': 12, 'edge': 0, 'face': 0}}, 'Sb': {5: {'no': 82, 'corner': 12, 'edge': 6, 'face': 0}}}
mp-9127;Ba(SbO3)2;['Sb', 'Sb', 'Ba'];[5, 5, 2];['6', '6', '6'];{'Sb': {5: {'no': 70, 'corner': 12, 'edge': 6, 'face': 0}}, 'Ba': {2: {'no': 32, 'corner': 12, 'edge': 0, 'face': 0}}}
mp-754118;Sr(AsO3)2;['Sr', 'As', 'As'];[2, 5, 5];['6', '6', '6'];{'Sr': {2: {'no': 32, 'corner': 12, 'edge': 0, 'face': 0}}, 'As': {5: {'no': 94, 'corner': 12, 'edge': 6, 'face': 0}}}
mp-4555;Ca(AsO3)2;['Ca', 'As', 'As'];[2, 5, 5];['6', '6', '6'];{'Ca': {2: {'no': 56, 'corner': 12, 'edge': 0, 'face': 0}}, 'As': {5: {'no': 118, 'corner': 12, 'edge': 6, 'face': 0}}}
mp-4733;ThTi2O6;['Ti', 'Ti', 'Ti', 'Ti', 'Th', 'Th'];[4, 4, 4, 4, 4, 4];['6', '6', '6', '6', '8', '8'];{'Ti': {4: {'no': 212, 'corner': 16, 'edge': 20, 'face': 0}}, 'Th': {4: {'no': 92, 'corner': 16, 'edge': 12, 'face': 0}}}
mp-549697;RbGeIO6;['Rb', 'I', 'Ge'];[1, 7, 4];['6', '6', '6'];{'Rb': {1: {'no': 20, 'corner': 12, 'edge': 0, 'face': 0}}, 'I': {7: {'no': 29, 'corner': 6, 'edge': 3, 'face': 0}}, 'Ge': {4: {'no': 29, 'corner': 6, 'edge': 3, 'face': 0}}}
mp-25121;UV2O6;['V', 'V', 'U'];[3, 3, 6];['6', '6', '6'];{'V': {3: {'no': 106, 'corner': 12, 'edge': 6, 'face': 0}}, 'U': {6: {'no': 44, 'corner': 12, 'edge': 0, 'face': 0}}}
mp-7128;Cd(AsO3)2;['As', 'As', 'Cd'];[5, 5, 2];['6', '6', '6'];{'As': {5: {'no': 118, 'corner': 12, 'edge': 6, 'face': 0}}, 'Cd': {2: {'no': 56, 'corner': 12, 'edge': 0, 'face': 0}}}
mp-8922;Cd(SbO3)2;['Cd', 'Sb', 'Sb'];[2, 5, 5];['6', '6', '6'];{'Cd': {2: {'no': 32, 'corner': 12, 'edge': 0, 'face': 0}}, 'Sb': {5: {'no': 82, 'corner': 12, 'edge': 6, 'face': 0}}}
mp-9126;Sr(SbO3)2;['Sr', 'Sb', 'Sb'];[2, 5, 5];['6', '6', '6'];{'Sr': {2: {'no': 32, 'corner': 12, 'edge': 0, 'face': 0}}, 'Sb': {5: {'no': 70, 'corner': 12, 'edge': 6, 'face': 0}}}
mp-24906;UCr2O6;['Cr', 'Cr', 'U'];[3, 3, 6];['6', '6', '6'];{'Cr': {3: {'no': 106, 'corner': 12, 'edge': 6, 'face': 0}}, 'U': {6: {'no': 44, 'corner': 12, 'edge': 0, 'face': 0}}}
mp-541194;Fe(SbO3)2;['Fe', 'Fe', 'Sb', 'Sb', 'Sb', 'Sb'];[2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6'];{'Fe': {2: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}, 'Sb': {5: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-3653;Mg(SbO3)2;['Mg', 'Mg', 'Sb', 'Sb', 'Sb', 'Sb'];[2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6'];{'Mg': {2: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}, 'Sb': {5: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-5831;Cu(SbO3)2;['Cu', 'Cu', 'Sb', 'Sb', 'Sb', 'Sb'];[2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6'];{'Cu': {2: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}, 'Sb': {5: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-31626;Ta2CrO6;['Cr', 'Cr', 'Ta', 'Ta', 'Ta', 'Ta'];[2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6'];{'Cr': {2: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}, 'Ta': {5: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-24917;Cr2TeO6;['Cr', 'Cr', 'Cr', 'Cr', 'Te', 'Te'];[3, 3, 3, 3, 6, 6];['6', '6', '6', '6', '6', '6'];{'Cr': {3: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}, 'Te': {6: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}}
mp-31755;Ta2FeO6;['Fe', 'Fe', 'Ta', 'Ta', 'Ta', 'Ta'];[2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6'];{'Fe': {2: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}, 'Ta': {5: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-24898;Cr2WO6;['Cr', 'Cr', 'Cr', 'Cr', 'W', 'W'];[3, 3, 3, 3, 6, 6];['6', '6', '6', '6', '6', '6'];{'Cr': {3: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}, 'W': {6: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}}
mp-25148;V2WO6;['V', 'V', 'V', 'V', 'W', 'W'];[3, 3, 3, 3, 6, 6];['6', '6', '6', '6', '6', '6'];{'V': {3: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}, 'W': {6: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}}
mp-13836;U(RhO3)2;['Rh', 'Rh', 'Rh', 'Rh', 'U', 'U'];[3, 3, 3, 3, 6, 6];['6', '6', '6', '6', '6', '6'];{'Rh': {3: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}, 'U': {6: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}}
mp-25070;Mo(RhO3)2;['Mo', 'Mo', 'Rh', 'Rh', 'Rh', 'Rh'];[4, 4, 4, 4, 4, 4];['6', '6', '6', '6', '6', '6'];{'Mo': {4: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}, 'Rh': {4: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-24967;Fe2TeO6;['Fe', 'Fe', 'Fe', 'Fe', 'Te', 'Te'];[3, 3, 3, 3, 6, 6];['6', '6', '6', '6', '6', '6'];{'Fe': {3: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}, 'Te': {6: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}}
mp-505271;Ni(SbO3)2;['Ni', 'Ni', 'Sb', 'Sb', 'Sb', 'Sb'];[2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6'];{'Ni': {2: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}, 'Sb': {5: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-24845;Co(SbO3)2;['Co', 'Co', 'Sb', 'Sb', 'Sb', 'Sb'];[2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6'];{'Co': {2: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}, 'Sb': {5: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-28931;Ga2TeO6;['Ga', 'Ga', 'Ga', 'Ga', 'Te', 'Te'];[3, 3, 3, 3, 6, 6];['6', '6', '6', '6', '6', '6'];{'Ga': {3: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}, 'Te': {6: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}}
mp-32308;Ta2NiO6;['Ni', 'Ni', 'Ta', 'Ta', 'Ta', 'Ta'];[2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6'];{'Ni': {2: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}, 'Ta': {5: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-3188;Zn(SbO3)2;['Zn', 'Zn', 'Sb', 'Sb', 'Sb', 'Sb'];[2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6'];{'Zn': {2: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}, 'Sb': {5: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-9650;MgTa2O6;['Mg', 'Mg', 'Ta', 'Ta', 'Ta', 'Ta'];[2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6'];{'Mg': {2: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}, 'Ta': {5: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-31629;Ta2CrO6;['Cr', 'Cr', 'Ta', 'Ta', 'Ta', 'Ta'];[2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6'];{'Cr': {2: {'no': 112, 'corner': 16, 'edge': 4, 'face': 0}}, 'Ta': {5: {'no': 228, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-28447;Mg(BiO3)2;['Mg', 'Mg', 'Bi', 'Bi', 'Bi', 'Bi'];[2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6'];{'Mg': {2: {'no': 100, 'corner': 16, 'edge': 4, 'face': 0}}, 'Bi': {5: {'no': 200, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-31517;Ta2CoO6;['Co', 'Co', 'Ta', 'Ta', 'Ta', 'Ta'];[2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6'];{'Co': {2: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}, 'Ta': {5: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-32404;Ta2VO6;['V', 'V', 'Ta', 'Ta', 'Ta', 'Ta'];[2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6'];{'V': {2: {'no': 116, 'corner': 16, 'edge': 4, 'face': 0}}, 'Ta': {5: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-4718;NdTaO4;['Nd', 'Nd', 'Ta', 'Ta'];[3, 3, 5, 5];['8', '8', '4', '4'];{'Nd': {3: {'no': 80, 'corner': 16, 'edge': 8, 'face': 0}}, 'Ta': {5: {'no': 88, 'corner': 16, 'edge': 0, 'face': 0}}}
mp-583774;Gd2MoO6;['Gd', 'Gd', 'Gd', 'Gd', 'Gd', 'Gd', 'Gd', 'Gd', 'Mo', 'Mo', 'Mo', 'Mo'];[3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6];['8', '8', '8', '8', '8', '8', '8', '8', '5', '5', '5', '5'];{'Gd': {3: {'no': 328, 'corner': 24, 'edge': 72, 'face': 0}}, 'Mo': {6: {'no': 180, 'corner': 24, 'edge': 12, 'face': 0}}}
mp-557914;DyTaO4;['Dy', 'Dy', 'Ta', 'Ta'];[3, 3, 5, 5];['8', '8', '4', '4'];{'Dy': {3: {'no': 88, 'corner': 16, 'edge': 8, 'face': 0}}, 'Ta': {5: {'no': 96, 'corner': 16, 'edge': 0, 'face': 0}}}
mp-542477;Ho2MoO6;['Mo', 'Mo', 'Mo', 'Mo', 'Ho', 'Ho', 'Ho', 'Ho', 'Ho', 'Ho', 'Ho', 'Ho'];[6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3];['5', '5', '5', '5', '8', '8', '8', '8', '8', '8', '8', '8'];{'Mo': {6: {'no': 180, 'corner': 24, 'edge': 12, 'face': 0}}, 'Ho': {3: {'no': 336, 'corner': 24, 'edge': 72, 'face': 0}}}
mp-510301;Er2MoO6;['Mo', 'Mo', 'Mo', 'Mo', 'Er', 'Er', 'Er', 'Er', 'Er', 'Er', 'Er', 'Er'];[6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3];['5', '5', '5', '5', '8', '8', '8', '8', '8', '8', '8', '8'];{'Mo': {6: {'no': 180, 'corner': 24, 'edge': 12, 'face': 0}}, 'Er': {3: {'no': 336, 'corner': 24, 'edge': 72, 'face': 0}}}
mp-7550;CeNbO4;['Nb', 'Nb', 'Ce', 'Ce'];[5, 5, 3, 3];['4', '4', '8', '8'];{'Nb': {5: {'no': 88, 'corner': 16, 'edge': 0, 'face': 0}}, 'Ce': {3: {'no': 80, 'corner': 16, 'edge': 8, 'face': 0}}}
mp-554593;TbTaO4;['Tb', 'Tb', 'Ta', 'Ta'];[3, 3, 5, 5];['8', '8', '8', '8'];{'Tb': {3: {'no': 88, 'corner': 0, 'edge': 24, 'face': 0}}, 'Ta': {5: {'no': 88, 'corner': 0, 'edge': 24, 'face': 0}}}
mp-4271;EuTaO4;['Eu', 'Eu', 'Ta', 'Ta'];[3, 3, 5, 5];['8', '8', '4', '4'];{'Eu': {3: {'no': 84, 'corner': 16, 'edge': 8, 'face': 0}}, 'Ta': {5: {'no': 92, 'corner': 16, 'edge': 0, 'face': 0}}}
mp-5503;ErTaO4;['Er', 'Er', 'Ta', 'Ta'];[3, 3, 5, 5];['8', '8', '4', '4'];{'Er': {3: {'no': 88, 'corner': 16, 'edge': 8, 'face': 0}}, 'Ta': {5: {'no': 100, 'corner': 16, 'edge': 0, 'face': 0}}}
mp-510303;Y2MoO6;['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Mo', 'Mo', 'Mo', 'Mo'];[3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6];['8', '8', '8', '8', '8', '8', '8', '8', '5', '5', '5', '5'];{'Y': {3: {'no': 328, 'corner': 24, 'edge': 72, 'face': 0}}, 'Mo': {6: {'no': 180, 'corner': 24, 'edge': 12, 'face': 0}}}
mp-559289;YTaO4;['Y', 'Y', 'Ta', 'Ta'];[3, 3, 5, 5];['8', '8', '4', '4'];{'Y': {3: {'no': 88, 'corner': 16, 'edge': 8, 'face': 0}}, 'Ta': {5: {'no': 96, 'corner': 16, 'edge': 0, 'face': 0}}}
mp-510302;Tm2MoO6;['Mo', 'Mo', 'Mo', 'Mo', 'Tm', 'Tm', 'Tm', 'Tm', 'Tm', 'Tm', 'Tm', 'Tm'];[6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3];['5', '5', '5', '5', '8', '8', '8', '8', '8', '8', '8', '8'];{'Mo': {6: {'no': 180, 'corner': 24, 'edge': 12, 'face': 0}}, 'Tm': {3: {'no': 336, 'corner': 24, 'edge': 72, 'face': 0}}}
mp-25079;Tb2MoO6;['Mo', 'Mo', 'Mo', 'Mo', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb'];[6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3];['5', '5', '5', '5', '8', '8', '8', '8', '8', '8', '8', '8'];{'Mo': {6: {'no': 180, 'corner': 24, 'edge': 12, 'face': 0}}, 'Tb': {3: {'no': 328, 'corner': 24, 'edge': 72, 'face': 0}}}
mp-25065;Sm2MoO6;['Mo', 'Mo', 'Mo', 'Mo', 'Sm', 'Sm', 'Sm', 'Sm', 'Sm', 'Sm', 'Sm', 'Sm'];[6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3];['5', '5', '5', '5', '8', '8', '8', '8', '8', '8', '8', '8'];{'Mo': {6: {'no': 172, 'corner': 24, 'edge': 12, 'face': 0}}, 'Sm': {3: {'no': 320, 'corner': 24, 'edge': 72, 'face': 0}}}
mp-5575;GdTaO4;['Gd', 'Gd', 'Ta', 'Ta'];[3, 3, 5, 5];['8', '8', '4', '4'];{'Gd': {3: {'no': 84, 'corner': 16, 'edge': 8, 'face': 0}}, 'Ta': {5: {'no': 92, 'corner': 16, 'edge': 0, 'face': 0}}}
mp-4344;HoTaO4;['Ho', 'Ho', 'Ta', 'Ta'];[3, 3, 5, 5];['8', '8', '4', '4'];{'Ho': {3: {'no': 88, 'corner': 16, 'edge': 8, 'face': 0}}, 'Ta': {5: {'no': 100, 'corner': 16, 'edge': 0, 'face': 0}}}
mp-12862;LuTaO4;['Lu', 'Lu', 'Ta', 'Ta'];[3, 3, 5, 5];['8', '8', '8', '8'];{'Lu': {3: {'no': 88, 'corner': 0, 'edge': 24, 'face': 0}}, 'Ta': {5: {'no': 92, 'corner': 0, 'edge': 24, 'face': 0}}}
mp-3756;SmTaO4;['Sm', 'Sm', 'Ta', 'Ta'];[3, 3, 5, 5];['8', '8', '4', '4'];{'Sm': {3: {'no': 84, 'corner': 16, 'edge': 8, 'face': 0}}, 'Ta': {5: {'no': 92, 'corner': 16, 'edge': 0, 'face': 0}}}
mp-542476;Dy2MoO6;['Dy', 'Dy', 'Dy', 'Dy', 'Dy', 'Dy', 'Dy', 'Dy', 'Mo', 'Mo', 'Mo', 'Mo'];[3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6];['8', '8', '8', '8', '8', '8', '8', '8', '5', '5', '5', '5'];{'Dy': {3: {'no': 336, 'corner': 24, 'edge': 72, 'face': 0}}, 'Mo': {6: {'no': 180, 'corner': 24, 'edge': 12, 'face': 0}}}
mp-541619;Na2TeO3;['Te', 'Te', 'Te', 'Te', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na'];[4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1];['3', '3', '3', '3', '6', '6', '6', '6', '6', '6', '6', '6'];{'Te': {4: {'no': 240, 'corner': 24, 'edge': 12, 'face': 0}}, 'Na': {1: {'no': 452, 'corner': 64, 'edge': 68, 'face': 0}}}
mp-5586;NaErO2;['Na', 'Na', 'Na', 'Na', 'Er', 'Er', 'Er', 'Er'];[1, 1, 1, 1, 3, 3, 3, 3];['6', '6', '6', '6', '6', '6', '6', '6'];{'Na': {1: {'no': 240, 'corner': 24, 'edge': 48, 'face': 0}}, 'Er': {3: {'no': 240, 'corner': 24, 'edge': 48, 'face': 0}}}
mp-1265;MgO;['Mg'];[2];['6'];{'Mg': {2: {'no': 116, 'corner': 6, 'edge': 12, 'face': 0}}}
mp-1224;HgO;['Hg', 'Hg', 'Hg', 'Hg'];[2, 2, 2, 2];['2', '2', '2', '2'];{'Hg': {2: {'no': 224, 'corner': 8, 'edge': 0, 'face': 0}}}
mp-27345;Na3BiO4;['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Bi', 'Bi'];[1, 1, 1, 1, 1, 1, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6'];{'Na': {1: {'no': 360, 'corner': 36, 'edge': 72, 'face': 0}}, 'Bi': {5: {'no': 120, 'corner': 12, 'edge': 24, 'face': 0}}}
mp-1216;YbO;['Yb'];[2];['6'];{'Yb': {2: {'no': 60, 'corner': 6, 'edge': 12, 'face': 0}}}
mp-10251;LiDyO2;['Li', 'Li', 'Li', 'Li', 'Dy', 'Dy', 'Dy', 'Dy'];[1, 1, 1, 1, 3, 3, 3, 3];['3', '3', '3', '3', '6', '6', '6', '6'];{'Li': {1: {'no': 256, 'corner': 28, 'edge': 8, 'face': 0}}, 'Dy': {3: {'no': 220, 'corner': 36, 'edge': 24, 'face': 0}}}
mp-10970;LiErO2;['Li', 'Li', 'Li', 'Li', 'Er', 'Er', 'Er', 'Er'];[1, 1, 1, 1, 3, 3, 3, 3];['3', '3', '3', '3', '6', '6', '6', '6'];{'Li': {1: {'no': 248, 'corner': 28, 'edge': 8, 'face': 0}}, 'Er': {3: {'no': 224, 'corner': 36, 'edge': 24, 'face': 0}}}
mp-7404;Na3SbO4;['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Sb', 'Sb'];[1, 1, 1, 1, 1, 1, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6'];{'Na': {1: {'no': 372, 'corner': 36, 'edge': 72, 'face': 0}}, 'Sb': {5: {'no': 124, 'corner': 12, 'edge': 24, 'face': 0}}}
mp-1132;CdO;['Cd'];[2];['6'];{'Cd': {2: {'no': 60, 'corner': 6, 'edge': 12, 'face': 0}}}
mp-21394;EuO;['Eu'];[2];['6'];{'Eu': {2: {'no': 36, 'corner': 6, 'edge': 12, 'face': 0}}}
mp-10688;CeO;['Ce'];[2];['6'];{'Ce': {2: {'no': 60, 'corner': 6, 'edge': 12, 'face': 0}}}
mp-2605;CaO;['Ca'];[2];['6'];{'Ca': {2: {'no': 60, 'corner': 6, 'edge': 12, 'face': 0}}}
mp-30980;NaYO2;['Na', 'Na', 'Na', 'Na', 'Y', 'Y', 'Y', 'Y'];[1, 1, 1, 1, 3, 3, 3, 3];['6', '6', '6', '6', '6', '6', '6', '6'];{'Na': {1: {'no': 240, 'corner': 24, 'edge': 48, 'face': 0}}, 'Y': {3: {'no': 240, 'corner': 24, 'edge': 48, 'face': 0}}}
mp-18767;LiMnO2;['Li', 'Li', 'Mn', 'Mn'];[1, 1, 3, 3];['6', '6', '6', '6'];{'Li': {1: {'no': 200, 'corner': 12, 'edge': 24, 'face': 0}}, 'Mn': {3: {'no': 200, 'corner': 12, 'edge': 24, 'face': 0}}}
mp-1342;BaO;['Ba'];[2];['6'];{'Ba': {2: {'no': 36, 'corner': 6, 'edge': 12, 'face': 0}}}
mp-7020;LiYO2;['Li', 'Li', 'Li', 'Li', 'Y', 'Y', 'Y', 'Y'];[1, 1, 1, 1, 3, 3, 3, 3];['3', '3', '3', '3', '6', '6', '6', '6'];{'Li': {1: {'no': 256, 'corner': 28, 'edge': 8, 'face': 0}}, 'Y': {3: {'no': 220, 'corner': 36, 'edge': 24, 'face': 0}}}
mp-2472;SrO;['Sr'];[2];['6'];{'Sr': {2: {'no': 36, 'corner': 6, 'edge': 12, 'face': 0}}}
mp-5489;LuTaO4;['Lu', 'Lu', 'Ta', 'Ta'];[3, 3, 5, 5];['6', '6', '6', '6'];{'Lu': {3: {'no': 92, 'corner': 16, 'edge': 4, 'face': 0}}, 'Ta': {5: {'no': 92, 'corner': 16, 'edge': 4, 'face': 0}}}
mp-3203;NdTaO4;['Nd', 'Nd', 'Ta', 'Ta'];[3, 3, 5, 5];['8', '8', '6', '6'];{'Nd': {3: {'no': 80, 'corner': 8, 'edge': 16, 'face': 0}}, 'Ta': {5: {'no': 84, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-12933;TmTaO4;['Tm', 'Tm', 'Ta', 'Ta'];[3, 3, 5, 5];['8', '8', '8', '8'];{'Tm': {3: {'no': 88, 'corner': 0, 'edge': 24, 'face': 0}}, 'Ta': {5: {'no': 88, 'corner': 0, 'edge': 24, 'face': 0}}}
mp-5377;YTaO4;['Y', 'Y', 'Ta', 'Ta'];[3, 3, 5, 5];['8', '8', '6', '6'];{'Y': {3: {'no': 88, 'corner': 8, 'edge': 16, 'face': 0}}, 'Ta': {5: {'no': 92, 'corner': 8, 'edge': 12, 'face': 0}}}
